Name,Department,empid,Salary,Address
Health and General Insurance,Level 4,KK122,0,
Health and General Insurance,Level 4,KK122,753,
Health and General Insurance,Level 4,KK122,"16,420",
Health and General Insurance,Level 4,KK122,"16,420",
Health and General Insurance,Level 4,KK122,"4,672",
Health and General Insurance,Level 4,KK122,"793,700",
Health and General Insurance,Level 4,KK122,"97,900",
Health and General Insurance,Level 4,KK122,16,
Health and General Insurance,Level 4,KK122,5,
Health and General Insurance,Level 4,KK122,28,
Auxiliary Finance and Insurance Services,Level 3,KK13,"5,839",
Auxiliary Finance and Insurance Services,Level 3,KK13,"5,001",
Auxiliary Finance and Insurance Services,Level 3,KK13,522,
Auxiliary Finance and Insurance Services,Level 3,KK13,10,
Auxiliary Finance and Insurance Services,Level 3,KK13,306,
Auxiliary Finance and Insurance Services,Level 3,KK13,"4,649",
Auxiliary Finance and Insurance Services,Level 3,KK13,172,
Auxiliary Finance and Insurance Services,Level 3,KK13,C,
Auxiliary Finance and Insurance Services,Level 3,KK13,118,
Auxiliary Finance and Insurance Services,Level 3,KK13,"1,748",
Auxiliary Finance and Insurance Services,Level 3,KK13,6,
Auxiliary Finance and Insurance Services,Level 3,KK13,C,
Auxiliary Finance and Insurance Services,Level 3,KK13,"2,534",
Auxiliary Finance and Insurance Services,Level 3,KK13,39,
Auxiliary Finance and Insurance Services,Level 3,KK13,33,
Auxiliary Finance and Insurance Services,Level 3,KK13,35,
Auxiliary Finance and Insurance Services,Level 3,KK13,"1,192",
Auxiliary Finance and Insurance Services,Level 3,KK13,"12,939",
Auxiliary Finance and Insurance Services,Level 3,KK13,"12,939",
Auxiliary Finance and Insurance Services,Level 3,KK13,"5,383",
Auxiliary Finance and Insurance Services,Level 3,KK13,"376,100",
Auxiliary Finance and Insurance Services,Level 3,KK13,"76,800",
Auxiliary Finance and Insurance Services,Level 3,KK13,22,
Auxiliary Finance and Insurance Services,Level 3,KK13,9,
Auxiliary Finance and Insurance Services,Level 3,KK13,42,
Auxiliary Finance and Insurance Services,Level 4,KK131,"5,839",
Auxiliary Finance and Insurance Services,Level 4,KK131,"5,001",
Auxiliary Finance and Insurance Services,Level 4,KK131,522,
Auxiliary Finance and Insurance Services,Level 4,KK131,10,
Auxiliary Finance and Insurance Services,Level 4,KK131,306,
Auxiliary Finance and Insurance Services,Level 4,KK131,"4,649",
Auxiliary Finance and Insurance Services,Level 4,KK131,172,
Auxiliary Finance and Insurance Services,Level 4,KK131,C,
Auxiliary Finance and Insurance Services,Level 4,KK131,118,
Auxiliary Finance and Insurance Services,Level 4,KK131,"1,748",
Auxiliary Finance and Insurance Services,Level 4,KK131,6,
Auxiliary Finance and Insurance Services,Level 4,KK131,C,
Auxiliary Finance and Insurance Services,Level 4,KK131,"2,534",
Auxiliary Finance and Insurance Services,Level 4,KK131,39,
Auxiliary Finance and Insurance Services,Level 4,KK131,33,
Auxiliary Finance and Insurance Services,Level 4,KK131,35,
Auxiliary Finance and Insurance Services,Level 4,KK131,"1,192",
Auxiliary Finance and Insurance Services,Level 4,KK131,"12,939",
Auxiliary Finance and Insurance Services,Level 4,KK131,"12,939",
Auxiliary Finance and Insurance Services,Level 4,KK131,"5,383",
Auxiliary Finance and Insurance Services,Level 4,KK131,"376,100",
Auxiliary Finance and Insurance Services,Level 4,KK131,"76,800",
Auxiliary Finance and Insurance Services,Level 4,KK131,22,
Auxiliary Finance and Insurance Services,Level 4,KK131,9,
Auxiliary Finance and Insurance Services,Level 4,KK131,42,
"Rental, Hiring and Real Estate Services",Level 1,LL,"29,310",
"Rental, Hiring and Real Estate Services",Level 1,LL,"24,540",
"Rental, Hiring and Real Estate Services",Level 1,LL,"1,292",
"Rental, Hiring and Real Estate Services",Level 1,LL,6,
"Rental, Hiring and Real Estate Services",Level 1,LL,"3,472",
"Rental, Hiring and Real Estate Services",Level 1,LL,"19,135",
"Rental, Hiring and Real Estate Services",Level 1,LL,"3,586",
"Rental, Hiring and Real Estate Services",Level 1,LL,620,
"Rental, Hiring and Real Estate Services",Level 1,LL,"1,945",
"Rental, Hiring and Real Estate Services",Level 1,LL,"2,091",
"Rental, Hiring and Real Estate Services",Level 1,LL,5,
"Rental, Hiring and Real Estate Services",Level 1,LL,"1,226",
"Rental, Hiring and Real Estate Services",Level 1,LL,"8,715",
"Rental, Hiring and Real Estate Services",Level 1,LL,954,
"Rental, Hiring and Real Estate Services",Level 1,LL,"2,720",
"Rental, Hiring and Real Estate Services",Level 1,LL,"2,854",
"Rental, Hiring and Real Estate Services",Level 1,LL,"10,310",
"Rental, Hiring and Real Estate Services",Level 1,LL,"216,793",
"Rental, Hiring and Real Estate Services",Level 1,LL,"30,446",
"Rental, Hiring and Real Estate Services",Level 1,LL,"156,210",
"Rental, Hiring and Real Estate Services",Level 1,LL,"20,875",
"Rental, Hiring and Real Estate Services",Level 1,LL,"10,905",
"Rental, Hiring and Real Estate Services",Level 1,LL,"30,138",
"Rental, Hiring and Real Estate Services",Level 1,LL,"216,794",
"Rental, Hiring and Real Estate Services",Level 1,LL,"99,694",
"Rental, Hiring and Real Estate Services",Level 1,LL,"42,135",
"Rental, Hiring and Real Estate Services",Level 1,LL,"74,965",
"Rental, Hiring and Real Estate Services",Level 1,LL,"1,040,200",
"Rental, Hiring and Real Estate Services",Level 1,LL,"365,900",
"Rental, Hiring and Real Estate Services",Level 1,LL,72,
"Rental, Hiring and Real Estate Services",Level 1,LL,65,
"Rental, Hiring and Real Estate Services",Level 1,LL,10,
"Rental, Hiring and Real Estate Services",Level 1,LL,5,
"Rental, Hiring and Real Estate Services",Level 1,LL,46,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"5,334",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"4,976",
Rental and Hiring Services (except Real Estate),Level 3,LL11,228,
Rental and Hiring Services (except Real Estate),Level 3,LL11,2,
Rental and Hiring Services (except Real Estate),Level 3,LL11,128,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"4,388",
Rental and Hiring Services (except Real Estate),Level 3,LL11,275,
Rental and Hiring Services (except Real Estate),Level 3,LL11,47,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"1,077",
Rental and Hiring Services (except Real Estate),Level 3,LL11,733,
Rental and Hiring Services (except Real Estate),Level 3,LL11,4,
Rental and Hiring Services (except Real Estate),Level 3,LL11,2,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"2,117",
Rental and Hiring Services (except Real Estate),Level 3,LL11,136,
Rental and Hiring Services (except Real Estate),Level 3,LL11,170,
Rental and Hiring Services (except Real Estate),Level 3,LL11,200,
Rental and Hiring Services (except Real Estate),Level 3,LL11,977,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"18,384",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"4,362",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"9,243",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"2,827",
Rental and Hiring Services (except Real Estate),Level 3,LL11,671,
Rental and Hiring Services (except Real Estate),Level 3,LL11,"4,780",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"18,385",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"8,134",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"3,652",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"6,599",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"426,900",
Rental and Hiring Services (except Real Estate),Level 3,LL11,"78,200",
Rental and Hiring Services (except Real Estate),Level 3,LL11,119,
Rental and Hiring Services (except Real Estate),Level 3,LL11,114,
Rental and Hiring Services (except Real Estate),Level 3,LL11,12,
Rental and Hiring Services (except Real Estate),Level 3,LL11,5,
Rental and Hiring Services (except Real Estate),Level 3,LL11,44,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"4,353",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"4,078",
Rental and Hiring Services (except Real Estate),Level 4,LL111,163,
Rental and Hiring Services (except Real Estate),Level 4,LL111,0,
Rental and Hiring Services (except Real Estate),Level 4,LL111,112,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"3,691",
Rental and Hiring Services (except Real Estate),Level 4,LL111,243,
Rental and Hiring Services (except Real Estate),Level 4,LL111,43,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"1,049",
Rental and Hiring Services (except Real Estate),Level 4,LL111,604,
Rental and Hiring Services (except Real Estate),Level 4,LL111,2,
Rental and Hiring Services (except Real Estate),Level 4,LL111,0,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"1,686",
Rental and Hiring Services (except Real Estate),Level 4,LL111,65,
Rental and Hiring Services (except Real Estate),Level 4,LL111,144,
Rental and Hiring Services (except Real Estate),Level 4,LL111,155,
Rental and Hiring Services (except Real Estate),Level 4,LL111,674,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"13,525",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"2,756",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"8,538",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"2,593",
Rental and Hiring Services (except Real Estate),Level 4,LL111,599,
Rental and Hiring Services (except Real Estate),Level 4,LL111,"2,232",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"13,526",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"5,081",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"2,956",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"5,488",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"388,800",
Rental and Hiring Services (except Real Estate),Level 4,LL111,"60,200",
Rental and Hiring Services (except Real Estate),Level 4,LL111,93,
Rental and Hiring Services (except Real Estate),Level 4,LL111,88,
Rental and Hiring Services (except Real Estate),Level 4,LL111,13,
Rental and Hiring Services (except Real Estate),Level 4,LL111,5,
Rental and Hiring Services (except Real Estate),Level 4,LL111,38,
Non-Financial Asset Leasing,Level 4,LL112,981,
Non-Financial Asset Leasing,Level 4,LL112,897,
Non-Financial Asset Leasing,Level 4,LL112,65,
Non-Financial Asset Leasing,Level 4,LL112,2,
Non-Financial Asset Leasing,Level 4,LL112,16,
Non-Financial Asset Leasing,Level 4,LL112,697,
Non-Financial Asset Leasing,Level 4,LL112,32,
Non-Financial Asset Leasing,Level 4,LL112,4,
Non-Financial Asset Leasing,Level 4,LL112,27,
Non-Financial Asset Leasing,Level 4,LL112,129,
Non-Financial Asset Leasing,Level 4,LL112,1,
Non-Financial Asset Leasing,Level 4,LL112,2,
Non-Financial Asset Leasing,Level 4,LL112,431,
Non-Financial Asset Leasing,Level 4,LL112,71,
Non-Financial Asset Leasing,Level 4,LL112,26,
Non-Financial Asset Leasing,Level 4,LL112,44,
Non-Financial Asset Leasing,Level 4,LL112,303,
Non-Financial Asset Leasing,Level 4,LL112,"4,859",
Non-Financial Asset Leasing,Level 4,LL112,"1,606",
Non-Financial Asset Leasing,Level 4,LL112,705,
Non-Financial Asset Leasing,Level 4,LL112,235,
Non-Financial Asset Leasing,Level 4,LL112,72,
Non-Financial Asset Leasing,Level 4,LL112,"2,548",
Non-Financial Asset Leasing,Level 4,LL112,"4,859",
Non-Financial Asset Leasing,Level 4,LL112,"3,053",
Non-Financial Asset Leasing,Level 4,LL112,696,
Non-Financial Asset Leasing,Level 4,LL112,"1,111",
Non-Financial Asset Leasing,Level 4,LL112,"756,200",
Non-Financial Asset Leasing,Level 4,LL112,"233,400",
Non-Financial Asset Leasing,Level 4,LL112,231,
Non-Financial Asset Leasing,Level 4,LL112,224,
Non-Financial Asset Leasing,Level 4,LL112,10,
Non-Financial Asset Leasing,Level 4,LL112,6,
Non-Financial Asset Leasing,Level 4,LL112,63,
Property Operators and Real Estate Services,Level 3,LL12,"23,975",
Property Operators and Real Estate Services,Level 3,LL12,"19,564",
Property Operators and Real Estate Services,Level 3,LL12,"1,063",
Property Operators and Real Estate Services,Level 3,LL12,4,
Property Operators and Real Estate Services,Level 3,LL12,"3,344",
Property Operators and Real Estate Services,Level 3,LL12,"14,747",
Property Operators and Real Estate Services,Level 3,LL12,"3,310",
Property Operators and Real Estate Services,Level 3,LL12,573,
Property Operators and Real Estate Services,Level 3,LL12,868,
Property Operators and Real Estate Services,Level 3,LL12,"1,358",
Property Operators and Real Estate Services,Level 3,LL12,1,
Property Operators and Real Estate Services,Level 3,LL12,"1,224",
Property Operators and Real Estate Services,Level 3,LL12,"6,597",
Property Operators and Real Estate Services,Level 3,LL12,817,
Property Operators and Real Estate Services,Level 3,LL12,"2,550",
Property Operators and Real Estate Services,Level 3,LL12,"2,655",
Property Operators and Real Estate Services,Level 3,LL12,"9,333",
Property Operators and Real Estate Services,Level 3,LL12,"198,409",
Property Operators and Real Estate Services,Level 3,LL12,"26,084",
Property Operators and Real Estate Services,Level 3,LL12,"146,967",
Property Operators and Real Estate Services,Level 3,LL12,"18,048",
Property Operators and Real Estate Services,Level 3,LL12,"10,234",
Property Operators and Real Estate Services,Level 3,LL12,"25,358",
Property Operators and Real Estate Services,Level 3,LL12,"198,409",
Property Operators and Real Estate Services,Level 3,LL12,"91,560",
Property Operators and Real Estate Services,Level 3,LL12,"38,483",
Property Operators and Real Estate Services,Level 3,LL12,"68,366",
Property Operators and Real Estate Services,Level 3,LL12,"1,528,800",
Property Operators and Real Estate Services,Level 3,LL12,"595,100",
Property Operators and Real Estate Services,Level 3,LL12,68,
Property Operators and Real Estate Services,Level 3,LL12,61,
Property Operators and Real Estate Services,Level 3,LL12,10,
Property Operators and Real Estate Services,Level 3,LL12,5,
Property Operators and Real Estate Services,Level 3,LL12,46,
Non-Residential Property Operation,Level 4,LL122,"19,422",
Non-Residential Property Operation,Level 4,LL122,"15,134",
Non-Residential Property Operation,Level 4,LL122,"1,010",
Non-Residential Property Operation,Level 4,LL122,4,
Non-Residential Property Operation,Level 4,LL122,"3,275",
Non-Residential Property Operation,Level 4,LL122,"11,199",
Non-Residential Property Operation,Level 4,LL122,"3,251",
Non-Residential Property Operation,Level 4,LL122,557,
Non-Residential Property Operation,Level 4,LL122,787,
Non-Residential Property Operation,Level 4,LL122,584,
Non-Residential Property Operation,Level 4,LL122,0,
Non-Residential Property Operation,Level 4,LL122,0,
Non-Residential Property Operation,Level 4,LL122,"5,262",
Non-Residential Property Operation,Level 4,LL122,758,
Non-Residential Property Operation,Level 4,LL122,"2,538",
Non-Residential Property Operation,Level 4,LL122,"2,639",
Non-Residential Property Operation,Level 4,LL122,"8,325",
Non-Residential Property Operation,Level 4,LL122,"194,906",
Non-Residential Property Operation,Level 4,LL122,"24,774",
Non-Residential Property Operation,Level 4,LL122,"145,585",
Non-Residential Property Operation,Level 4,LL122,S,
Non-Residential Property Operation,Level 4,LL122,S,
Non-Residential Property Operation,Level 4,LL122,"24,547",
Non-Residential Property Operation,Level 4,LL122,"194,906",
Non-Residential Property Operation,Level 4,LL122,"89,922",
Non-Residential Property Operation,Level 4,LL122,"37,409",
Non-Residential Property Operation,Level 4,LL122,"67,574",
Non-Residential Property Operation,Level 4,LL122,"3,595,700",
Non-Residential Property Operation,Level 4,LL122,"1,541,200",
Non-Residential Property Operation,Level 4,LL122,66,
Non-Residential Property Operation,Level 4,LL122,59,
Non-Residential Property Operation,Level 4,LL122,9,
Non-Residential Property Operation,Level 4,LL122,4,
Non-Residential Property Operation,Level 4,LL122,46,
Real Estate Services,Level 4,LL123,"4,553",
Real Estate Services,Level 4,LL123,"4,431",
Real Estate Services,Level 4,LL123,54,
Real Estate Services,Level 4,LL123,0,
Real Estate Services,Level 4,LL123,69,
Real Estate Services,Level 4,LL123,"3,548",
Real Estate Services,Level 4,LL123,59,
Real Estate Services,Level 4,LL123,16,
Real Estate Services,Level 4,LL123,81,
Real Estate Services,Level 4,LL123,774,
Real Estate Services,Level 4,LL123,1,
Real Estate Services,Level 4,LL123,"1,224",
Real Estate Services,Level 4,LL123,"1,335",
Real Estate Services,Level 4,LL123,59,
Real Estate Services,Level 4,LL123,12,
Real Estate Services,Level 4,LL123,15,
Real Estate Services,Level 4,LL123,"1,008",
Real Estate Services,Level 4,LL123,"3,503",
Real Estate Services,Level 4,LL123,"1,310",
Real Estate Services,Level 4,LL123,"1,382",
Real Estate Services,Level 4,LL123,365,
Real Estate Services,Level 4,LL123,150,
Real Estate Services,Level 4,LL123,811,
Real Estate Services,Level 4,LL123,"3,504",
Real Estate Services,Level 4,LL123,"1,638",
Real Estate Services,Level 4,LL123,"1,074",
Real Estate Services,Level 4,LL123,792,
Real Estate Services,Level 4,LL123,"442,900",
Real Estate Services,Level 4,LL123,"98,100",
Real Estate Services,Level 4,LL123,122,
Real Estate Services,Level 4,LL123,121,
Real Estate Services,Level 4,LL123,62,
Real Estate Services,Level 4,LL123,29,
Real Estate Services,Level 4,LL123,47,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"44,150",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"41,357",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"2,180",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,270,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,344,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"38,269",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"1,096",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,121,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,965,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"15,975",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,39,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"19,493",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,619,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,661,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,716,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"5,938",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"64,145",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"21,703",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"7,281",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"1,977",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,728,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"35,161",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"64,145",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"24,673",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"23,526",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"15,946",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"181,900",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,"24,500",
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,92,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,89,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,24,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,9,
"Professional, Scientific, Technical, Administrative and Support Services",Level 1,MN,38,
"Professional, Scientific and Technical Services",Level 3,MN11,"34,114",
"Professional, Scientific and Technical Services",Level 3,MN11,"31,679",
"Professional, Scientific and Technical Services",Level 3,MN11,"1,962",
"Professional, Scientific and Technical Services",Level 3,MN11,220,
"Professional, Scientific and Technical Services",Level 3,MN11,253,
"Professional, Scientific and Technical Services",Level 3,MN11,"28,984",
"Professional, Scientific and Technical Services",Level 3,MN11,980,
"Professional, Scientific and Technical Services",Level 3,MN11,92,
"Professional, Scientific and Technical Services",Level 3,MN11,721,
"Professional, Scientific and Technical Services",Level 3,MN11,"12,366",
"Professional, Scientific and Technical Services",Level 3,MN11,31,
"Professional, Scientific and Technical Services",Level 3,MN11,"14,453",
"Professional, Scientific and Technical Services",Level 3,MN11,371,
"Professional, Scientific and Technical Services",Level 3,MN11,535,
"Professional, Scientific and Technical Services",Level 3,MN11,578,
"Professional, Scientific and Technical Services",Level 3,MN11,"5,172",
"Professional, Scientific and Technical Services",Level 3,MN11,"55,832",
"Professional, Scientific and Technical Services",Level 3,MN11,"18,295",
"Professional, Scientific and Technical Services",Level 3,MN11,"4,956",
"Professional, Scientific and Technical Services",Level 3,MN11,"1,323",
"Professional, Scientific and Technical Services",Level 3,MN11,513,
"Professional, Scientific and Technical Services",Level 3,MN11,"32,580",
"Professional, Scientific and Technical Services",Level 3,MN11,"55,832",
"Professional, Scientific and Technical Services",Level 3,MN11,"21,117",
"Professional, Scientific and Technical Services",Level 3,MN11,"20,407",
"Professional, Scientific and Technical Services",Level 3,MN11,"14,308",
"Professional, Scientific and Technical Services",Level 3,MN11,"246,800",
"Professional, Scientific and Technical Services",Level 3,MN11,"37,400",
"Professional, Scientific and Technical Services",Level 3,MN11,90,
"Professional, Scientific and Technical Services",Level 3,MN11,87,
"Professional, Scientific and Technical Services",Level 3,MN11,24,
"Professional, Scientific and Technical Services",Level 3,MN11,9,
"Professional, Scientific and Technical Services",Level 3,MN11,38,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"8,689",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"8,417",
"Scientific, Architectural and Engineering Services",Level 4,MN111,138,
"Scientific, Architectural and Engineering Services",Level 4,MN111,94,
"Scientific, Architectural and Engineering Services",Level 4,MN111,40,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"7,626",
"Scientific, Architectural and Engineering Services",Level 4,MN111,72,
"Scientific, Architectural and Engineering Services",Level 4,MN111,27,
"Scientific, Architectural and Engineering Services",Level 4,MN111,174,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"3,280",
"Scientific, Architectural and Engineering Services",Level 4,MN111,4,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"4,001",
"Scientific, Architectural and Engineering Services",Level 4,MN111,71,
"Scientific, Architectural and Engineering Services",Level 4,MN111,204,
"Scientific, Architectural and Engineering Services",Level 4,MN111,199,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"1,059",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"4,992",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"2,805",
"Scientific, Architectural and Engineering Services",Level 4,MN111,957,
"Scientific, Architectural and Engineering Services",Level 4,MN111,263,
"Scientific, Architectural and Engineering Services",Level 4,MN111,67,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"1,229",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"4,992",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"2,165",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"2,078",
"Scientific, Architectural and Engineering Services",Level 4,MN111,749,
"Scientific, Architectural and Engineering Services",Level 4,MN111,"239,500",
"Scientific, Architectural and Engineering Services",Level 4,MN111,"29,200",
"Scientific, Architectural and Engineering Services",Level 4,MN111,135,
"Scientific, Architectural and Engineering Services",Level 4,MN111,125,
"Scientific, Architectural and Engineering Services",Level 4,MN111,49,
"Scientific, Architectural and Engineering Services",Level 4,MN111,21,
"Scientific, Architectural and Engineering Services",Level 4,MN111,43,
Legal and Accounting Services,Level 4,MN112,"6,036",
Legal and Accounting Services,Level 4,MN112,"5,992",
Legal and Accounting Services,Level 4,MN112,27,
Legal and Accounting Services,Level 4,MN112,1,
Legal and Accounting Services,Level 4,MN112,16,
Legal and Accounting Services,Level 4,MN112,"4,276",
Legal and Accounting Services,Level 4,MN112,80,
Legal and Accounting Services,Level 4,MN112,14,
Legal and Accounting Services,Level 4,MN112,93,
Legal and Accounting Services,Level 4,MN112,"2,347",
Legal and Accounting Services,Level 4,MN112,1,
Legal and Accounting Services,Level 4,MN112,"1,696",
Legal and Accounting Services,Level 4,MN112,45,
Legal and Accounting Services,Level 4,MN112,93,
Legal and Accounting Services,Level 4,MN112,104,
Legal and Accounting Services,Level 4,MN112,"1,772",
Legal and Accounting Services,Level 4,MN112,"3,266",
Legal and Accounting Services,Level 4,MN112,"1,666",
Legal and Accounting Services,Level 4,MN112,610,
Legal and Accounting Services,Level 4,MN112,152,
Legal and Accounting Services,Level 4,MN112,67,
Legal and Accounting Services,Level 4,MN112,990,
Legal and Accounting Services,Level 4,MN112,"3,266",
Legal and Accounting Services,Level 4,MN112,"1,385",
Legal and Accounting Services,Level 4,MN112,"1,074",
Legal and Accounting Services,Level 4,MN112,807,
Legal and Accounting Services,Level 4,MN112,"191,100",
Legal and Accounting Services,Level 4,MN112,"56,100",
Legal and Accounting Services,Level 4,MN112,155,
Legal and Accounting Services,Level 4,MN112,145,
Legal and Accounting Services,Level 4,MN112,128,
Legal and Accounting Services,Level 4,MN112,54,
Legal and Accounting Services,Level 4,MN112,42,
"Advertising, Market Research and Management Services",Level 4,MN113,"10,564",
"Advertising, Market Research and Management Services",Level 4,MN113,"8,576",
"Advertising, Market Research and Management Services",Level 4,MN113,"1,734",
"Advertising, Market Research and Management Services",Level 4,MN113,108,
"Advertising, Market Research and Management Services",Level 4,MN113,145,
"Advertising, Market Research and Management Services",Level 4,MN113,"8,977",
"Advertising, Market Research and Management Services",Level 4,MN113,781,
"Advertising, Market Research and Management Services",Level 4,MN113,28,
"Advertising, Market Research and Management Services",Level 4,MN113,234,
"Advertising, Market Research and Management Services",Level 4,MN113,"3,259",
"Advertising, Market Research and Management Services",Level 4,MN113,19,
"Advertising, Market Research and Management Services",Level 4,MN113,"4,505",
"Advertising, Market Research and Management Services",Level 4,MN113,169,
"Advertising, Market Research and Management Services",Level 4,MN113,135,
"Advertising, Market Research and Management Services",Level 4,MN113,155,
"Advertising, Market Research and Management Services",Level 4,MN113,"1,607",
"Advertising, Market Research and Management Services",Level 4,MN113,"42,019",
"Advertising, Market Research and Management Services",Level 4,MN113,"10,400",
"Advertising, Market Research and Management Services",Level 4,MN113,"2,619",
"Advertising, Market Research and Management Services",Level 4,MN113,622,
"Advertising, Market Research and Management Services",Level 4,MN113,286,
"Advertising, Market Research and Management Services",Level 4,MN113,"29,001",
"Advertising, Market Research and Management Services",Level 4,MN113,"42,019",
"Advertising, Market Research and Management Services",Level 4,MN113,"15,470",
"Advertising, Market Research and Management Services",Level 4,MN113,"14,615",
"Advertising, Market Research and Management Services",Level 4,MN113,"11,935",
"Advertising, Market Research and Management Services",Level 4,MN113,"312,800",
"Advertising, Market Research and Management Services",Level 4,MN113,"47,600",
"Advertising, Market Research and Management Services",Level 4,MN113,71,
"Advertising, Market Research and Management Services",Level 4,MN113,70,
"Advertising, Market Research and Management Services",Level 4,MN113,10,
"Advertising, Market Research and Management Services",Level 4,MN113,4,
"Advertising, Market Research and Management Services",Level 4,MN113,37,
Veterinary and Other Professional Services,Level 4,MN114,"1,346",
Veterinary and Other Professional Services,Level 4,MN114,"1,325",
Veterinary and Other Professional Services,Level 4,MN114,7,
Veterinary and Other Professional Services,Level 4,MN114,0,
Veterinary and Other Professional Services,Level 4,MN114,14,
Veterinary and Other Professional Services,Level 4,MN114,"1,204",
Veterinary and Other Professional Services,Level 4,MN114,13,
Veterinary and Other Professional Services,Level 4,MN114,4,
Veterinary and Other Professional Services,Level 4,MN114,37,
Veterinary and Other Professional Services,Level 4,MN114,413,
Veterinary and Other Professional Services,Level 4,MN114,0,
Veterinary and Other Professional Services,Level 4,MN114,731,
Veterinary and Other Professional Services,Level 4,MN114,6,
Veterinary and Other Professional Services,Level 4,MN114,67,
Veterinary and Other Professional Services,Level 4,MN114,70,
Veterinary and Other Professional Services,Level 4,MN114,146,
Veterinary and Other Professional Services,Level 4,MN114,841,
Veterinary and Other Professional Services,Level 4,MN114,381,
Veterinary and Other Professional Services,Level 4,MN114,246,
Veterinary and Other Professional Services,Level 4,MN114,60,
Veterinary and Other Professional Services,Level 4,MN114,41,
Veterinary and Other Professional Services,Level 4,MN114,214,
